Clicks;Cost;Conversions;Device;Place;BannerType;QueryType (search only);TargetingType;Shows
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;234
7;1752,690331;5;Mobile;Search;mcbanner;Competitor;Phrase;2038
5;946,5964831;1;Mobile;Search;mcbanner;Other;Phrase;883
0;0;0;Desktop;Networks;text;none;Phrase;0
1772;34057,46553;64;Desktop;Networks;text;none;Retargeting;1288164
42112;3458941,902;7647;Desktop;Search;text;Brand;Phrase;536460
565;59117,7149;84;Desktop;Search;text;Competitor;Phrase;20359
4437;559828,9207;853;Desktop;Search;text;Other;Phrase;89331
0;0;0;Mobile;Networks;text;none;Phrase;0
15461;189141,7027;234;Mobile;Networks;text;none;Retargeting;2471260
87712;6026562,428;17135;Mobile;Search;text;Brand;Phrase;434529
1569;188699,645;237;Mobile;Search;text;Competitor;Phrase;43306
8720;1254267,183;1734;Mobile;Search;text;Other;Phrase;223310
15150;242141,2913;1135;Desktop;Networks;text;none;Phrase;13029994
5;52,0395;3;Desktop;Networks;text;none;Retargeting;5337
6863;190155,7161;1384;Desktop;Search;text;Brand;Phrase;15346
142;4723,139314;22;Desktop;Search;text;Competitor;Phrase;3507
1446;71795,3653;298;Desktop;Search;text;Other;Phrase;25030
93462;1207145,624;5540;Mobile;Networks;text;none;Phrase;18286203
70;560,2809661;17;Mobile;Networks;text;none;Retargeting;7528
18313;299538,0414;4481;Mobile;Search;text;Brand;Phrase;36649
320;15080,34559;67;Mobile;Search;text;Competitor;Phrase;10946
2455;150017,7666;739;Mobile;Search;text;Other;Phrase;50284
0;0;0;Desktop;Networks;text;none;Phrase;0
0;0;0;Desktop;Networks;text;none;Retargeting;0
0;0;0;Desktop;Search;text;Brand;Phrase;0
0;0;0;Desktop;Search;text;Competitor;Phrase;0
0;0;0;Desktop;Search;text;Other;Phrase;0
0;0;0;Mobile;Networks;text;none;Phrase;0
0;0;0;Mobile;Networks;text;none;Retargeting;0
0;0;0;Mobile;Search;text;Brand;Phrase;0
0;0;0;Mobile;Search;text;Competitor;Phrase;0
0;0;0;Mobile;Search;text;Other;Phrase;0
3547;99020,12708;159;Desktop;Networks;text;none;Phrase;3439086
412;11553,414;13;Desktop;Networks;text;none;Retargeting;152754
462;26753,37931;66;Desktop;Search;text;Brand;Phrase;4588
965;116752,6686;116;Desktop;Search;text;Competitor;Phrase;24394
1417;220076,6983;330;Desktop;Search;text;Other;Phrase;18607
20498;423899,6121;672;Mobile;Networks;text;none;Phrase;2095623
3248;59480,52112;63;Mobile;Networks;text;none;Retargeting;211823
1144;64833,91185;243;Mobile;Search;text;Brand;Phrase;5958
2652;362766,5118;433;Mobile;Search;text;Competitor;Phrase;65810
2669;431947,1343;763;Mobile;Search;text;Other;Phrase;29859
599;40323,35438;0;Desktop;Search;text;Brand;Phrase;3415
57;5309,191958;0;Desktop;Search;text;Competitor;Phrase;973
526;29517,43782;0;Desktop;Search;text;Other;Phrase;3441
1463;89343,25874;0;Mobile;Search;text;Brand;Phrase;5584
37;3025,419686;0;Mobile;Search;text;Competitor;Phrase;751
1094;42143,46854;0;Mobile;Search;text;Other;Phrase;4900
21304;681011,4058;0;Desktop;Search;text;Brand;Phrase;86296
4115;353332,0819;0;Desktop;Search;text;Competitor;Phrase;140874
5842;518608,2401;0;Desktop;Search;text;Other;Phrase;133196
54841;1491487,98;0;Mobile;Search;text;Brand;Phrase;178973
6890;506774,7971;0;Mobile;Search;text;Competitor;Phrase;293926
5547;358194,5187;0;Mobile;Search;text;Other;Phrase;156183
16279;713726,4329;416;Desktop;Networks;text;none;Phrase;27853303
6151;234216,1179;173;Desktop;Networks;text;none;Retargeting;2516760
85032;7961271,876;7604;Desktop;Search;text;Brand;Phrase;579086
1669;321939,4718;210;Desktop;Search;text;Competitor;Phrase;24375
12008;2717509,675;1913;Desktop;Search;text;Other;Phrase;146503
47259;954259,0205;798;Mobile;Networks;text;none;Phrase;13114916
15460;292893,4343;288;Mobile;Networks;text;none;Retargeting;1435254
128607;7284863,463;20638;Mobile;Search;text;Brand;Phrase;501189
6520;1340991,583;1015;Mobile;Search;text;Competitor;Phrase;135493
26564;5652778,62;5210;Mobile;Search;text;Other;Phrase;365674
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;2;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;8;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;2;Desktop;Networks;image_ad;none;Retargeting;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
0;0;1;Mobile;Networks;image_ad;none;Retargeting;0
0;0;0;Desktop;Networks;image_ad;none;Phrase;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
0;0;0;Desktop;Networks;image_ad;none;Retargeting;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
30;1220,151992;1;Desktop;Networks;image_ad;none;Phrase;18291
46;1217,013432;1;Desktop;Networks;image_ad;none;Retargeting;12278
212;4009,818102;6;Mobile;Networks;image_ad;none;Phrase;32012
503;7630,242331;10;Mobile;Networks;image_ad;none;Retargeting;47775
259;8070,730856;5;Desktop;Networks;image_ad;none;Phrase;257101
350;16724,17139;9;Desktop;Networks;image_ad;none;Retargeting;177483
2447;26321,50073;22;Mobile;Networks;image_ad;none;Phrase;199504
2645;42248,82468;34;Mobile;Networks;image_ad;none;Retargeting;240809
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;0
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;127
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;269
0;0;0;Desktop;Search;mcbanner;Other;Phrase;103
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;2
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;3
0;0;0;Mobile;Search;mcbanner;Other;Phrase;1
230;40292,87464;83;Desktop;Search;mcbanner;Brand;Phrase;28277
568;143554,8967;187;Desktop;Search;mcbanner;Competitor;Phrase;170296
590;104818,9438;156;Desktop;Search;mcbanner;Other;Phrase;144164
1;366,0282966;1;Mobile;Search;mcbanner;Brand;Phrase;233
4;865,846678;1;Mobile;Search;mcbanner;Competitor;Phrase;1150
4;867,8232203;0;Mobile;Search;mcbanner;Other;Phrase;998
0;0;0;Desktop;Networks;text;none;Phrase;0
788;19120,1488;47;Desktop;Networks;text;none;Retargeting;518967
70311;4845501,18;11785;Desktop;Search;text;Brand;Phrase;561079
247;26698,89531;37;Desktop;Search;text;Competitor;Phrase;9397
2339;350432,3408;460;Desktop;Search;text;Other;Phrase;46164
0;0;0;Mobile;Networks;text;none;Phrase;0
5417;94773,84097;202;Mobile;Networks;text;none;Retargeting;778312
111424;7831786,886;23356;Mobile;Search;text;Brand;Phrase;461566
763;101023,6565;149;Mobile;Search;text;Competitor;Phrase;21004
4551;783043,2755;1001;Mobile;Search;text;Other;Phrase;134125
6630;98846,42868;472;Desktop;Networks;text;none;Phrase;2757789
0;0;0;Desktop;Networks;text;none;Retargeting;0
6534;165679,0126;1372;Desktop;Search;text;Brand;Phrase;14931
96;3843,72478;14;Desktop;Search;text;Competitor;Phrase;2159
1644;85619,95381;351;Desktop;Search;text;Other;Phrase;29787
52740;676780,1791;3155;Mobile;Networks;text;none;Phrase;5582284
0;0;14;Mobile;Networks;text;none;Retargeting;0
19049;341759,9603;4738;Mobile;Search;text;Brand;Phrase;38259
155;6026,10328;47;Mobile;Search;text;Competitor;Phrase;4614
2796;150767,5522;791;Mobile;Search;text;Other;Phrase;60341
0;0;0;Desktop;Networks;text;none;Phrase;0
0;0;0;Desktop;Networks;text;none;Retargeting;0
0;0;0;Desktop;Search;text;Brand;Phrase;0
0;0;0;Desktop;Search;text;Competitor;Phrase;0
0;0;0;Desktop;Search;text;Other;Phrase;0
0;0;0;Mobile;Networks;text;none;Phrase;0
0;0;0;Mobile;Search;text;Brand;Phrase;0
0;0;0;Mobile;Search;text;Competitor;Phrase;0
0;0;0;Mobile;Search;text;Other;Phrase;0
2703;90981,02906;139;Desktop;Networks;text;none;Phrase;2085148
456;12668,42601;6;Desktop;Networks;text;none;Retargeting;172661
490;22107,27516;78;Desktop;Search;text;Brand;Phrase;2884
956;126284,9261;112;Desktop;Search;text;Competitor;Phrase;24774
1409;237479,965;328;Desktop;Search;text;Other;Phrase;18264
16762;373296,4097;663;Mobile;Networks;text;none;Phrase;1384055
4114;81400,14183;89;Mobile;Networks;text;none;Retargeting;276881
1187;41139,26695;244;Mobile;Search;text;Brand;Phrase;5067
2993;463438,0692;491;Mobile;Search;text;Competitor;Phrase;73197
2649;484208,3619;742;Mobile;Search;text;Other;Phrase;32742
632;33754,78307;0;Desktop;Search;text;Brand;Phrase;2836
93;9434,16811;0;Desktop;Search;text;Competitor;Phrase;8424
984;95152,97812;0;Desktop;Search;text;Other;Phrase;16650
1420;61130,68055;0;Mobile;Search;text;Brand;Phrase;4700
90;10526,60308;0;Mobile;Search;text;Competitor;Phrase;4898
2108;169519,4761;0;Mobile;Search;text;Other;Phrase;20879
23706;935866,1374;0;Desktop;Search;text;Brand;Phrase;102091
4667;379337,115;0;Desktop;Search;text;Competitor;Phrase;161125
6985;595034,045;0;Desktop;Search;text;Other;Phrase;159292
60145;1608729,976;0;Mobile;Search;text;Brand;Phrase;203814
7789;556695,1843;0;Mobile;Search;text;Competitor;Phrase;356409
7263;472815,0419;0;Mobile;Search;text;Other;Phrase;258932
37019;1269633,422;830;Desktop;Networks;text;none;Phrase;35197818
7030;284193,2436;130;Desktop;Networks;text;none;Retargeting;3430080
119281;7661344,178;9208;Desktop;Search;text;Brand;Phrase;599542
4386;1024571,078;469;Desktop;Search;text;Competitor;Phrase;278046
15714;2930116,994;2150;Desktop;Search;text;Other;Phrase;151109
164425;2362103,996;1728;Mobile;Networks;text;none;Phrase;27345984
15244;266913,1676;185;Mobile;Networks;text;none;Retargeting;1664651
153032;5684045,499;23152;Mobile;Search;text;Brand;Phrase;535079
10906;2522620,123;1634;Mobile;Search;text;Competitor;Phrase;361033
29389;5668193,949;5600;Mobile;Search;text;Other;Phrase;283171
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;1;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;3;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
381;9047,439051;2;Desktop;Networks;image_ad;none;Phrase;423218
5050;54873,13734;12;Mobile;Networks;image_ad;none;Phrase;749680
21;540,3713898;3;Desktop;Networks;image_ad;none;Phrase;20264
14;363,9531864;0;Desktop;Networks;image_ad;none;Retargeting;3097
580;6732,150839;7;Mobile;Networks;image_ad;none;Phrase;71607
134;1837,842636;3;Mobile;Networks;image_ad;none;Retargeting;13250
1510;19005,90732;19;Desktop;Networks;image_ad;none;Phrase;1051845
510;18493,95432;20;Desktop;Networks;image_ad;none;Retargeting;358634
43997;195659,0425;123;Mobile;Networks;image_ad;none;Phrase;2293718
3903;47156,05096;58;Mobile;Networks;image_ad;none;Retargeting;307985
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;0
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;97
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;227
1;101,8797966;0;Desktop;Search;mcbanner;Other;Phrase;237
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;1
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;4
0;0;0;Mobile;Search;mcbanner;Other;Phrase;7
203;31729,99246;62;Desktop;Search;mcbanner;Brand;Phrase;27550
361;101442,1041;117;Desktop;Search;mcbanner;Competitor;Phrase;130986
577;105810,4059;134;Desktop;Search;mcbanner;Other;Phrase;151847
6;902,5196186;1;Mobile;Search;mcbanner;Brand;Phrase;243
1;286,2737034;0;Mobile;Search;mcbanner;Competitor;Phrase;834
1;180,4601949;0;Mobile;Search;mcbanner;Other;Phrase;1027
0;0;0;Desktop;Networks;text;none;Phrase;0
844;17142,13335;28;Desktop;Networks;text;none;Retargeting;735569
47160;3302845,055;7503;Desktop;Search;text;Brand;Phrase;422596
98;8769,901424;14;Desktop;Search;text;Competitor;Phrase;5671
1746;169950,1707;297;Desktop;Search;text;Other;Phrase;33429
0;0;0;Mobile;Networks;text;none;Phrase;0
6612;93355,66604;189;Mobile;Networks;text;none;Retargeting;1095653
83065;6056640,767;15904;Mobile;Search;text;Brand;Phrase;372314
258;23990,71335;47;Mobile;Search;text;Competitor;Phrase;9441
2864;320001,6907;560;Mobile;Search;text;Other;Phrase;72315
5854;72249,09112;369;Desktop;Networks;text;none;Phrase;3352061
0;0;0;Desktop;Networks;text;none;Retargeting;0
5208;145797,1842;1081;Desktop;Search;text;Brand;Phrase;12191
80;2511,93211;17;Desktop;Search;text;Competitor;Phrase;2047
1432;63862,39886;285;Desktop;Search;text;Other;Phrase;27174
59978;590874,4251;3493;Mobile;Networks;text;none;Phrase;8904505
0;0;6;Mobile;Networks;text;none;Retargeting;0
14526;281896,759;3282;Mobile;Search;text;Brand;Phrase;30519
174;5986,327398;41;Mobile;Search;text;Competitor;Phrase;4523
2912;146703,3028;813;Mobile;Search;text;Other;Phrase;57239
4078;100131,5757;33;Desktop;Networks;text;none;Phrase;4904677
850;44080,87335;100;Desktop;Search;text;Brand;Phrase;2948
694;90901,35114;67;Desktop;Search;text;Competitor;Phrase;20614
1861;336554,8271;240;Desktop;Search;text;Other;Phrase;37781
23740;352277,2599;141;Mobile;Networks;text;none;Phrase;3353920
0;0;0;Mobile;Networks;text;none;Retargeting;0
2568;97572,07586;454;Mobile;Search;text;Brand;Phrase;6740
1827;257391,0089;215;Mobile;Search;text;Competitor;Phrase;52045
4591;1005920,733;776;Mobile;Search;text;Other;Phrase;73696
4746;121283,2983;118;Desktop;Networks;text;none;Phrase;1933001
209;5083,936144;4;Desktop;Networks;text;none;Retargeting;44832
348;21776,15924;56;Desktop;Search;text;Brand;Phrase;2844
740;99251,78181;91;Desktop;Search;text;Competitor;Phrase;19795
1279;191431,1972;271;Desktop;Search;text;Other;Phrase;18472
18730;320115,707;553;Mobile;Networks;text;none;Phrase;1768784
1291;24191,97981;30;Mobile;Networks;text;none;Retargeting;81610
947;37356,37464;160;Mobile;Search;text;Brand;Phrase;3938
2561;376106,5257;394;Mobile;Search;text;Competitor;Phrase;60427
2512;426684,2469;618;Mobile;Search;text;Other;Phrase;35730
16106;545563,647;0;Desktop;Search;text;Brand;Phrase;105624
110;12740,56579;0;Desktop;Search;text;Competitor;Phrase;4957
4458;213094,4645;0;Desktop;Search;text;Other;Phrase;32971
20975;371156,5746;0;Mobile;Search;text;Brand;Phrase;72293
95;8343,23189;0;Mobile;Search;text;Competitor;Phrase;2894
5665;128569,9564;0;Mobile;Search;text;Other;Phrase;21460
17547;728426,8878;0;Desktop;Search;text;Brand;Phrase;57012
0;0;0;Desktop;Search;text;Competitor;Phrase;5
7;490,2416949;0;Desktop;Search;text;Other;Phrase;41
50830;1447853,547;0;Mobile;Search;text;Brand;Phrase;137294
0;0;0;Mobile;Search;text;Competitor;Phrase;0
12;380,228339;0;Mobile;Search;text;Other;Phrase;209
49207;664519,1079;828;Desktop;Networks;text;none;Phrase;16824218
10638;424765,0713;412;Desktop;Networks;text;none;Retargeting;5378358
107863;5973553,334;8052;Desktop;Search;text;Brand;Phrase;506881
4817;955245,8476;482;Desktop;Search;text;Competitor;Phrase;223798
18835;3137284,617;2503;Desktop;Search;text;Other;Phrase;234778
249777;1957356,641;1992;Mobile;Networks;text;none;Phrase;29204775
23843;365498,2536;487;Mobile;Networks;text;none;Retargeting;2575912
143691;4523337,319;20529;Mobile;Search;text;Brand;Phrase;477639
13337;3199692,24;1823;Mobile;Search;text;Competitor;Phrase;385172
43673;7182389,018;7536;Mobile;Search;text;Other;Phrase;502441
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;3;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;3;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpc_video;none;Retargeting;0
0;0;0;Mobile;Networks;image_ad;none;Retargeting;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
15;253,4345847;0;Desktop;Networks;image_ad;none;Phrase;13732
290;1798,563992;0;Mobile;Networks;image_ad;none;Phrase;46559
0;0;0;Mobile;Networks;image_ad;none;Retargeting;0
65;1523,195314;2;Desktop;Networks;image_ad;none;Phrase;36799
15;358,0150932;0;Desktop;Networks;image_ad;none;Retargeting;6107
2103;18473,32187;5;Mobile;Networks;image_ad;none;Phrase;175200
106;1480,415695;4;Mobile;Networks;image_ad;none;Retargeting;9969
3306;39963,48496;48;Desktop;Networks;image_ad;none;Phrase;2357437
1154;44968,66187;29;Desktop;Networks;image_ad;none;Retargeting;654400
107943;451102,6458;267;Mobile;Networks;image_ad;none;Phrase;5382719
9751;109836,4457;102;Mobile;Networks;image_ad;none;Retargeting;739571
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;0
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;0
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;367
3;332,6360085;0;Desktop;Search;mcbanner;Competitor;Phrase;535
1;123,6283983;1;Desktop;Search;mcbanner;Other;Phrase;189
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;4
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;6
0;0;0;Mobile;Search;mcbanner;Other;Phrase;2
222;34682,80103;77;Desktop;Search;mcbanner;Brand;Phrase;29062
507;155911,623;135;Desktop;Search;mcbanner;Competitor;Phrase;203130
575;115629,5143;147;Desktop;Search;mcbanner;Other;Phrase;160760
2;360,8634915;1;Mobile;Search;mcbanner;Brand;Phrase;199
1;291,5780085;0;Mobile;Search;mcbanner;Competitor;Phrase;1073
1;283,7765085;0;Mobile;Search;mcbanner;Other;Phrase;961
0;0;0;Desktop;Networks;text;none;Phrase;0
903;17515,76077;42;Desktop;Networks;text;none;Retargeting;985119
66353;3702366,336;9180;Desktop;Search;text;Brand;Phrase;484436
131;10255,71786;22;Desktop;Search;text;Competitor;Phrase;6090
2538;223317,9982;402;Desktop;Search;text;Other;Phrase;52779
0;0;0;Mobile;Networks;text;none;Phrase;0
8645;132891,1094;319;Mobile;Networks;text;none;Retargeting;1650302
108078;5744818,469;21881;Mobile;Search;text;Brand;Phrase;433640
295;27393,11207;70;Mobile;Search;text;Competitor;Phrase;11800
3679;413796,4997;846;Mobile;Search;text;Other;Phrase;92663
11397;219980,587;650;Desktop;Networks;text;none;Phrase;7226910
0;0;0;Desktop;Networks;text;none;Retargeting;0
5670;167059,6793;1103;Desktop;Search;text;Brand;Phrase;13190
568;18072,96331;50;Desktop;Search;text;Competitor;Phrase;18024
1931;106135,3028;369;Desktop;Search;text;Other;Phrase;41670
80096;1074248,685;3479;Mobile;Networks;text;none;Phrase;12487295
0;0;7;Mobile;Networks;text;none;Retargeting;0
16290;350814,1477;3459;Mobile;Search;text;Brand;Phrase;34633
1696;64660,48482;237;Mobile;Search;text;Competitor;Phrase;77413
3986;257034,3057;947;Mobile;Search;text;Other;Phrase;79412
1140;25036,44397;22;Desktop;Networks;text;none;Phrase;639981
847;47591,54303;142;Desktop;Search;text;Brand;Phrase;2618
1474;175524,2851;141;Desktop;Search;text;Competitor;Phrase;34731
2875;544940,1041;404;Desktop;Search;text;Other;Phrase;54942
7435;94739,71292;78;Mobile;Networks;text;none;Phrase;1040177
3361;110232,1538;693;Mobile;Search;text;Brand;Phrase;7020
4723;691197,2447;561;Mobile;Search;text;Competitor;Phrase;102733
7170;1574941,173;1243;Mobile;Search;text;Other;Phrase;107333
2670;67107,02565;97;Desktop;Networks;text;none;Phrase;1868868
157;3654,910373;6;Desktop;Networks;text;none;Retargeting;47337
390;26055,57041;51;Desktop;Search;text;Brand;Phrase;2018
855;92795,1493;86;Desktop;Search;text;Competitor;Phrase;25005
1325;207585,3751;249;Desktop;Search;text;Other;Phrase;25855
14457;226074,135;404;Mobile;Networks;text;none;Phrase;1117435
1501;27391,54848;42;Mobile;Networks;text;none;Retargeting;92750
1046;55899,33422;182;Mobile;Search;text;Brand;Phrase;4155
2294;302077,0467;330;Mobile;Search;text;Competitor;Phrase;72020
2320;409025,4878;618;Mobile;Search;text;Other;Phrase;48421
717;36547,04908;0;Desktop;Search;text;Brand;Phrase;2062
85;10137,54765;0;Desktop;Search;text;Competitor;Phrase;3370
1154;61949,47635;0;Desktop;Search;text;Other;Phrase;9559
1797;73397,17065;0;Mobile;Search;text;Brand;Phrase;3765
66;7876,894119;0;Mobile;Search;text;Competitor;Phrase;2323
2384;72424,09965;0;Mobile;Search;text;Other;Phrase;9017
18830;692789,2307;0;Desktop;Search;text;Brand;Phrase;61039
0;0;0;Desktop;Search;text;Competitor;Phrase;0
15;694,2331271;0;Desktop;Search;text;Other;Phrase;69
52255;1432160,335;0;Mobile;Search;text;Brand;Phrase;139986
0;0;0;Mobile;Search;text;Competitor;Phrase;3
10;441,2649915;0;Mobile;Search;text;Other;Phrase;358
141705;2439382,932;1512;Desktop;Networks;text;none;Phrase;52136550
17760;760579,3756;562;Desktop;Networks;text;none;Retargeting;8483961
110417;6384189,816;7546;Desktop;Search;text;Brand;Phrase;523118
6569;1070718,48;659;Desktop;Search;text;Competitor;Phrase;272503
28017;5048244,581;3326;Desktop;Search;text;Other;Phrase;412079
593944;5213322,829;3251;Mobile;Networks;text;none;Phrase;83613938
38497;620892,8144;581;Mobile;Networks;text;none;Retargeting;4221028
151894;4484753,186;21024;Mobile;Search;text;Brand;Phrase;499412
16556;3050364,144;2550;Mobile;Search;text;Competitor;Phrase;440141
65528;12339990,39;10956;Mobile;Search;text;Other;Phrase;869098
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;2;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;1;Mobile;Networks;cpm_banner;none;Retargeting;0
168;2769,793703;9;Desktop;Networks;image_ad;none;Retargeting;146215
3055;28405,53615;30;Mobile;Networks;image_ad;none;Retargeting;455753
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
393;9020,706458;0;Desktop;Networks;image_ad;none;Phrase;492083
7765;68036,25132;0;Mobile;Networks;image_ad;none;Phrase;1554057
41;1191,905212;1;Desktop;Networks;image_ad;none;Phrase;31028
4;81,23491525;0;Desktop;Networks;image_ad;none;Retargeting;2287
1611;18534,14761;6;Mobile;Networks;image_ad;none;Phrase;428413
69;1022,642288;1;Mobile;Networks;image_ad;none;Retargeting;7922
0;0;1;Mobile;Networks;image_ad;none;Phrase;0
1486;24820,1144;35;Desktop;Networks;image_ad;none;Phrase;1380707
875;37546,13194;26;Desktop;Networks;image_ad;none;Retargeting;500712
19411;100164,9516;61;Mobile;Networks;image_ad;none;Phrase;967619
5715;69808,12986;72;Mobile;Networks;image_ad;none;Retargeting;408604
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;0
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;0
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;0
1;144,8275932;0;Desktop;Search;mcbanner;Brand;Phrase;451
4;359,6936186;0;Desktop;Search;mcbanner;Competitor;Phrase;347
0;0;0;Desktop;Search;mcbanner;Other;Phrase;138
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;3
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;1
254;35947,97652;95;Desktop;Search;mcbanner;Brand;Phrase;27098
328;95635,37446;114;Desktop;Search;mcbanner;Competitor;Phrase;109395
553;117931,2856;173;Desktop;Search;mcbanner;Other;Phrase;152124
4;475,6235847;1;Mobile;Search;mcbanner;Brand;Phrase;185
3;856,0317966;0;Mobile;Search;mcbanner;Competitor;Phrase;654
2;117,6890085;0;Mobile;Search;mcbanner;Other;Phrase;859
0;0;0;Desktop;Networks;text;none;Phrase;0
785;14322,39178;52;Desktop;Networks;text;none;Retargeting;947336
105705;4637168,589;9403;Desktop;Search;text;Brand;Phrase;578758
92;6902,719881;14;Desktop;Search;text;Competitor;Phrase;5628
2025;190214,4984;402;Desktop;Search;text;Other;Phrase;41471
0;0;0;Mobile;Networks;text;none;Phrase;0
7171;94788,42648;326;Mobile;Networks;text;none;Retargeting;1040934
118548;4470391,798;19841;Mobile;Search;text;Brand;Phrase;433618
193;16663,76662;55;Mobile;Search;text;Competitor;Phrase;9084
3743;422301,9509;943;Mobile;Search;text;Other;Phrase;77041
25250;480226,2139;1418;Desktop;Networks;text;none;Phrase;14101501
0;0;0;Desktop;Networks;text;none;Retargeting;0
5841;181668,7339;1182;Desktop;Search;text;Brand;Phrase;14354
899;32049,18198;82;Desktop;Search;text;Competitor;Phrase;31568
2680;197843,4562;525;Desktop;Search;text;Other;Phrase;49141
196776;2555779,59;7615;Mobile;Networks;text;none;Phrase;31647959
0;0;1;Mobile;Networks;text;none;Retargeting;0
17768;416151,7121;3634;Mobile;Search;text;Brand;Phrase;37087
2861;111490,5789;388;Mobile;Search;text;Competitor;Phrase;122634
5168;378166,5289;1274;Mobile;Search;text;Other;Phrase;98794
6124;133784,4437;57;Desktop;Networks;text;none;Phrase;5240063
1050;66458,37608;87;Desktop;Search;text;Brand;Phrase;3379
1610;195552,3695;79;Desktop;Search;text;Competitor;Phrase;35409
3058;634073,5378;206;Desktop;Search;text;Other;Phrase;58124
34935;411176,2101;114;Mobile;Networks;text;none;Phrase;5444684
3257;107072,3394;378;Mobile;Search;text;Brand;Phrase;6616
5028;849132,0307;336;Mobile;Search;text;Competitor;Phrase;98803
7836;1802594,268;744;Mobile;Search;text;Other;Phrase;104061
2417;99404,28056;128;Desktop;Networks;text;none;Phrase;2123119
297;7142,944119;13;Desktop;Networks;text;none;Retargeting;140377
249;15125,58658;35;Desktop;Search;text;Brand;Phrase;1705
721;54853,01959;66;Desktop;Search;text;Competitor;Phrase;18893
992;141617,5766;218;Desktop;Search;text;Other;Phrase;20155
18033;323954,1096;383;Mobile;Networks;text;none;Phrase;2224158
2305;41475,72854;65;Mobile;Networks;text;none;Retargeting;174560
754;47221,17417;136;Mobile;Search;text;Brand;Phrase;3835
1240;139240,4486;223;Mobile;Search;text;Competitor;Phrase;43649
1816;305671,127;495;Mobile;Search;text;Other;Phrase;33728
501;23080,8287;68;Desktop;Search;text;Brand;Phrase;1183
21;2329,145085;0;Desktop;Search;text;Competitor;Phrase;193
766;31973,62975;74;Desktop;Search;text;Other;Phrase;1948
0;0;0;Mobile;Networks;text;none;Phrase;0
1144;36060,97452;127;Mobile;Search;text;Brand;Phrase;1940
34;3362,45522;2;Mobile;Search;text;Competitor;Phrase;181
