;;;Device;Place;BannerType;QueryType (search only);TargetingType;Shows;Clicks;Cost;Conversions
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;2591;2;470,9124915;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;49073;160;84173,33812;1
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;4;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;1;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;186;1;345,5662119;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;164160;14642;1346341,605;847
Áåòà;;;Desktop;Search;text;Competitor;Phrase;37;0;0;0
Áåòà;;;Desktop;Search;text;Other;Phrase;247;70;6621,869466;1
Áåòà;;;Mobile;Search;text;Brand;Phrase;41255;4614;367228,7068;343
Áåòà;;;Mobile;Search;text;Competitor;Phrase;27;0;0;0
Áåòà;;;Mobile;Search;text;Other;Phrase;56;0;0;0
Áåòà;;;Desktop;Networks;text;none;Phrase;72884142;48710;664565,7092;34
Áåòà;;;Desktop;Networks;text;none;Retargeting;8139947;2269;276514,7603;3
Áåòà;;;Desktop;Search;text;Brand;Phrase;307680;25963;3251062,366;1028
Áåòà;;;Desktop;Search;text;Competitor;Phrase;202171;2361;1193329,813;86
Áåòà;;;Desktop;Search;text;Other;Phrase;668188;17201;7524115,097;617
Áåòà;;;Mobile;Networks;text;none;Phrase;1435522;9992;78464,30176;14
Áåòà;;;Mobile;Networks;text;none;Retargeting;1119275;3791;155486,1247;5
Áåòà;;;Mobile;Search;text;Brand;Phrase;563545;9135;1363223,379;499
Áåòà;;;Mobile;Search;text;Competitor;Phrase;56280;1743;875364,3282;46
Áåòà;;;Mobile;Search;text;Other;Phrase;190475;14589;5403783,797;528
Áåòà;;;Desktop;Networks;text;none;Phrase;50200764;34627;881553,5723;120
Áåòà;;;Desktop;Networks;text;none;Retargeting;793273;593;18829,06681;5
Áåòà;;;Desktop;Search;text;Brand;Phrase;47756;9090;1033813,386;581
Áåòà;;;Desktop;Search;text;Competitor;Phrase;249581;3042;851584,619;72
Áåòà;;;Desktop;Search;text;Other;Phrase;369622;4463;1544117,913;107
Áåòà;;;Mobile;Networks;text;none;Phrase;5660728;40210;448581,0402;196
Áåòà;;;Mobile;Networks;text;none;Retargeting;284155;2272;32768,31656;8
Áåòà;;;Mobile;Search;text;Brand;Phrase;25810;4206;339517,408;242
Áåòà;;;Mobile;Search;text;Competitor;Phrase;79363;1596;429360,9535;33
Áåòà;;;Mobile;Search;text;Other;Phrase;57288;2113;992478,5629;49
Áåòà;;;Desktop;Networks;text;none;Phrase;2410568;4712;123917,2575;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;644749;1163;27009,01614;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;28709;3131;512346,4103;0
Áåòà;;;Desktop;Search;text;Competitor;Phrase;147513;1420;431896,9917;0
Áåòà;;;Desktop;Search;text;Other;Phrase;319315;4431;1769579,387;0
Áåòà;;;Mobile;Networks;text;none;Phrase;226697;1737;22435,93553;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;68509;449;4463,668805;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;6417;1217;188263,4082;0
Áåòà;;;Mobile;Search;text;Competitor;Phrase;52729;812;189037,4716;0
Áåòà;;;Mobile;Search;text;Other;Phrase;60469;1794;680777,0049;0
Áåòà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;11838662;17197;366610,1022;17
Áåòà;;;Desktop;Search;text;Brand;Phrase;56336;12686;1265649,31;1194
Áåòà;;;Desktop;Search;text;Competitor;Phrase;131722;1554;327507,6505;8
Áåòà;;;Desktop;Search;text;Other;Phrase;545258;7394;1957742,806;103
Áåòà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;1596510;12128;96572,44251;1
Áåòà;;;Mobile;Search;text;Brand;Phrase;36974;10059;729139,7606;380
Áåòà;;;Mobile;Search;text;Competitor;Phrase;29646;754;157572,1682;4
Áåòà;;;Mobile;Search;text;Other;Phrase;76390;3561;804710,9058;51
Áåòà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;137925;19442;2369014,164;728
Áåòà;;;Desktop;Search;text;Competitor;Phrase;131250;2720;342551,1368;56
Áåòà;;;Desktop;Search;text;Other;Phrase;278076;7881;798215,2581;161
Áåòà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;34770;5948;785365,4797;208
Áåòà;;;Mobile;Search;text;Competitor;Phrase;43854;1454;155444,8942;21
Áåòà;;;Mobile;Search;text;Other;Phrase;140437;5735;535293,1241;49
Áåòà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Networks;cpc_video;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;3772301;4965;89043,57572;6
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;4511014;7605;662442,514;32
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;1288098;19861;98775,05443;5
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;2860457;21944;683067,1824;45
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;1849751;4590;49385,61051;7
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;472834;556;26531,13402;2
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;898092;9724;52461,73045;11
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;356067;2741;37318,94232;4
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;81330;152;2427,482847;0
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;77474;310;6142,015653;0
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;3669;22;127,9007797;0
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;2865;24;144,5519237;0
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;0;0;0;1
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;22571;35;20500,27558;4
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;2066;3;3581,716195;1
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;11096;16;20144,11279;0
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;28;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;17;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;66;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;0;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;68;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;308;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;371;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;3;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;1;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;11826;22;9418,041483;1
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;1462;5;2558,31361;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;52962;195;99956,39123;1
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;18;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;7;1;596,9436102;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;236;0;0;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;132665;15287;1239584,092;1072
Áåòà;;;Desktop;Search;text;Competitor;Phrase;28989;113;8446,981576;2
Áåòà;;;Desktop;Search;text;Other;Phrase;2473;55;4661,767627;2
Áåòà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;38536;5831;401970,6508;457
Áåòà;;;Mobile;Search;text;Competitor;Phrase;12162;92;6910,814441;3
Áåòà;;;Mobile;Search;text;Other;Phrase;1563;22;4357,321703;0
Áåòà;;;Desktop;Networks;text;none;Phrase;3948963;3911;79019,25814;1
Áåòà;;;Desktop;Networks;text;none;Retargeting;5235601;2255;275179,9153;3
Áåòà;;;Desktop;Search;text;Brand;Phrase;410323;37255;4590586,246;1299
Áåòà;;;Desktop;Search;text;Competitor;Phrase;229247;2310;1300356,142;80
Áåòà;;;Desktop;Search;text;Other;Phrase;384821;18819;7343440,697;778
Áåòà;;;Mobile;Networks;text;none;Phrase;34269;292;2783,861771;1
Áåòà;;;Mobile;Networks;text;none;Retargeting;1159907;3551;165141,8777;5
Áåòà;;;Mobile;Search;text;Brand;Phrase;767864;13962;1964143,531;701
Áåòà;;;Mobile;Search;text;Competitor;Phrase;78397;2263;1162435,237;66
Áåòà;;;Mobile;Search;text;Other;Phrase;227048;17807;5708106,793;605
Áåòà;;;Desktop;Networks;text;none;Phrase;78295072;74346;1788177,408;369
Áåòà;;;Desktop;Networks;text;none;Retargeting;709763;1134;66093,45755;11
Áåòà;;;Desktop;Search;text;Brand;Phrase;35133;8415;846555,4974;654
Áåòà;;;Desktop;Search;text;Competitor;Phrase;115731;2146;597481,8154;85
Áåòà;;;Desktop;Search;text;Other;Phrase;172978;4566;1455636,986;206
Áåòà;;;Mobile;Networks;text;none;Phrase;15325062;98284;1168690,207;519
Áåòà;;;Mobile;Networks;text;none;Retargeting;410151;3702;79386,29886;18
Áåòà;;;Mobile;Search;text;Brand;Phrase;20278;4450;286144,6271;305
Áåòà;;;Mobile;Search;text;Competitor;Phrase;59140;1166;298624,6934;31
Áåòà;;;Mobile;Search;text;Other;Phrase;65340;2694;1021409,752;85
Áåòà;;;Desktop;Networks;text;none;Phrase;1160191;4610;45323,78664;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;616095;3003;32108,62101;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;16625;3391;653126,4101;0
Áåòà;;;Desktop;Search;text;Competitor;Phrase;163938;1996;471833,2724;0
Áåòà;;;Desktop;Search;text;Other;Phrase;144778;3900;916605,1805;0
Áåòà;;;Mobile;Networks;text;none;Phrase;2070786;12358;90722,49442;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;2065972;17956;126507,0051;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;7668;1711;268262,9681;0
Áåòà;;;Mobile;Search;text;Competitor;Phrase;75294;1343;253717,9608;0
Áåòà;;;Mobile;Search;text;Other;Phrase;74264;2230;445544,9661;0
Áåòà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;5020955;6917;242953,455;49
Áåòà;;;Desktop;Search;text;Brand;Phrase;60367;14668;1590949,964;1226
Áåòà;;;Desktop;Search;text;Competitor;Phrase;29926;404;103051,4919;11
Áåòà;;;Desktop;Search;text;Other;Phrase;193082;4960;1466196,987;139
Áåòà;;;Mobile;Networks;text;none;Retargeting;2100493;13737;250768,9612;83
Áåòà;;;Mobile;Search;text;Brand;Phrase;39483;11349;757416,6859;472
Áåòà;;;Mobile;Search;text;Competitor;Phrase;13153;316;70479,37345;11
Áåòà;;;Mobile;Search;text;Other;Phrase;84615;4310;967289,4118;81
Áåòà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;116166;18668;2927915,765;847
Áåòà;;;Desktop;Search;text;Competitor;Phrase;43640;1962;238325,3615;64
Áåòà;;;Desktop;Search;text;Other;Phrase;279674;8536;936724,3224;195
Áåòà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;34228;6187;876454,7049;262
Áåòà;;;Mobile;Search;text;Competitor;Phrase;29111;1545;167100,6172;32
Áåòà;;;Mobile;Search;text;Other;Phrase;159482;6523;666876,9349;90
Áåòà;;;Desktop;Networks;cpm_banner;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;5731295;7553;104764,6389;6
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;6463453;9437;812297,106;42
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;917581;18176;74921,75669;1
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;2770555;21624;702840,4152;49
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;804136;2016;19082,12158;4
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;388191;682;20826,42269;2
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;371405;3514;25661,80991;0
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;915625;8705;93630,11847;7
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;5235;15;209,7976525;0
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;373;3;69,31179661;0
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;623;3;15,21757627;0
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;102;1;14,25190678;0
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;1480663;1781;44398,77175;0
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;1314768;1191;27829,03828;0
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;920791;8498;95572,03284;0
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;491453;5032;50432,32619;0
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;2864;5;55,73318644;2
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;3203;42;245,5335254;0
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;19866;23;11661,53042;1
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;3108;5;3183,93272;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;19429;25;17870,20157;2
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;27;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;25;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;95;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;96353;128;41462,44241;0
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;9506;10;4016,657593;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;46412;32;12726,81931;0
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;345;1;285,3337119;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;39;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;258;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;28661;43;14007,91617;6
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;1159;4;2351,007814;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;50245;122;70563,95288;2
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;43;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;6;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;169;0;0;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;91717;13985;1526713,615;1031
Áåòà;;;Desktop;Search;text;Competitor;Phrase;58313;344;34221,57058;15
Áåòà;;;Desktop;Search;text;Other;Phrase;49968;2058;332631,8972;129
Áåòà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;28740;5760;540363,205;513
Áåòà;;;Mobile;Search;text;Competitor;Phrase;24885;210;20445,08634;9
Áåòà;;;Mobile;Search;text;Other;Phrase;35634;1574;220974,1452;111
Áåòà;;;Desktop;Networks;text;none;Phrase;1709942;2718;52211,35711;7
Áåòà;;;Desktop;Networks;text;none;Retargeting;5925098;3311;416115,5414;4
Áåòà;;;Desktop;Search;text;Brand;Phrase;419713;43766;5447190,259;1405
Áåòà;;;Desktop;Search;text;Competitor;Phrase;272540;2977;1590742,721;122
Áåòà;;;Desktop;Search;text;Other;Phrase;335226;19471;8378434,467;810
Áåòà;;;Mobile;Networks;text;none;Phrase;9833;88;1320,22322;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;1797490;5152;227928,698;3
Áåòà;;;Mobile;Search;text;Brand;Phrase;761810;14613;2998923,292;753
Áåòà;;;Mobile;Search;text;Competitor;Phrase;85714;2037;1096211,274;75
Áåòà;;;Mobile;Search;text;Other;Phrase;206218;14378;5013767,458;599
Áåòà;;;Desktop;Networks;text;none;Phrase;80137106;64074;1496394,912;171
Áåòà;;;Desktop;Networks;text;none;Retargeting;6236005;12641;429484,8164;58
Áåòà;;;Desktop;Search;text;Brand;Phrase;72811;10993;1277086,679;646
Áåòà;;;Desktop;Search;text;Competitor;Phrase;93428;2281;646441,1251;73
Áåòà;;;Desktop;Search;text;Other;Phrase;126969;5033;1536337,44;228
Áåòà;;;Mobile;Networks;text;none;Phrase;14466647;97987;1067266,529;295
Áåòà;;;Mobile;Networks;text;none;Retargeting;6056500;44555;802762,7885;183
Áåòà;;;Mobile;Search;text;Brand;Phrase;38820;6516;448367,9857;293
Áåòà;;;Mobile;Search;text;Competitor;Phrase;53779;1234;294030,1551;30
Áåòà;;;Mobile;Search;text;Other;Phrase;59060;2520;937075,401;84
Áåòà;;;Desktop;Networks;text;none;Phrase;1856020;5645;100416,2932;1
Áåòà;;;Desktop;Networks;text;none;Retargeting;27836;115;2934,833339;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;17320;3722;619067,5324;35
Áåòà;;;Desktop;Search;text;Competitor;Phrase;150271;1768;503944,3716;2
Áåòà;;;Desktop;Search;text;Other;Phrase;115038;4446;844427,0773;8
Áåòà;;;Mobile;Networks;text;none;Phrase;1504709;10034;77022,66803;1
Áåòà;;;Mobile;Networks;text;none;Retargeting;161974;1673;16682,64132;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;9175;2140;248717,7938;17
Áåòà;;;Mobile;Search;text;Competitor;Phrase;74925;968;199916,705;0
Áåòà;;;Mobile;Search;text;Other;Phrase;81748;2624;454715,7505;1
Áåòà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;9100461;12733;378341,8686;52
Áåòà;;;Desktop;Search;text;Brand;Phrase;77708;16274;1612466,27;1391
Áåòà;;;Desktop;Search;text;Competitor;Phrase;14992;482;112630,2273;8
Áåòà;;;Desktop;Search;text;Other;Phrase;126313;5917;1487121,672;120
Áåòà;;;Mobile;Networks;text;none;Retargeting;3891082;26726;397211,5633;84
Áåòà;;;Mobile;Search;text;Brand;Phrase;41637;12447;845159,0287;565
Áåòà;;;Mobile;Search;text;Competitor;Phrase;9861;207;46674,23675;7
Áåòà;;;Mobile;Search;text;Other;Phrase;73960;3853;725821,8296;77
Áåòà;;;Desktop;Networks;text;none;Phrase;489724;1760;21654,1423;4
Áåòà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;107459;19013;2751289,253;683
Áåòà;;;Desktop;Search;text;Competitor;Phrase;9929;576;60420,44509;23
Áåòà;;;Desktop;Search;text;Other;Phrase;87198;5587;524049,1936;82
Áåòà;;;Mobile;Networks;text;none;Phrase;638227;6496;45627,31378;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;28593;5196;770820,6489;214
Áåòà;;;Mobile;Search;text;Competitor;Phrase;9528;549;52055,85631;11
Áåòà;;;Mobile;Search;text;Other;Phrase;84555;6527;555764,4984;32
Áåòà;;;Desktop;Networks;cpm_banner;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Networks;cpm_banner;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Networks;cpm_banner;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;cpm_banner;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Networks;cpm_banner;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;661433;708;20862,8113;7
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;1204764;1607;119002,1481;10
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;15637;147;1331,565076;2
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;767380;5591;148860,1508;6
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;1329;4;40,20147458;0
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;5170;61;325,4992627;0
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;3
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;3732873;6291;141439,9712;13
Áåòà;;;Desktop;Networks;image_ad;none;Retargeting;4155302;5283;161278,5811;9
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;2906789;30822;239461,6949;5
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;2971693;30641;311982,8055;7
Áåòà;;;Desktop;Networks;image_ad;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;image_ad;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;image_ad;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;22816;35;17980,45231;27
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;2541;6;2664,755898;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;45769;146;76790,31323;23
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;21;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;14;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;185;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Brand;Phrase;26852;32;18965,2381;1
Áåòà;;;Desktop;Search;mcbanner;Competitor;Phrase;155;0;0;0
Áåòà;;;Desktop;Search;mcbanner;Other;Phrase;6428;15;6605,456593;1
Áåòà;;;Mobile;Search;mcbanner;Brand;Phrase;34;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Competitor;Phrase;1;0;0;0
Áåòà;;;Mobile;Search;mcbanner;Other;Phrase;6;0;0;0
Áåòà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;73884;13240;1185621,034;1936
Áåòà;;;Desktop;Search;text;Competitor;Phrase;11418;411;52617,82169;37
Áåòà;;;Desktop;Search;text;Other;Phrase;116986;4793;702380,5133;426
Áåòà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;22202;3704;290670,6783;1083
Áåòà;;;Mobile;Search;text;Competitor;Phrase;7737;203;26382,49103;19
Áåòà;;;Mobile;Search;text;Other;Phrase;93087;3520;472215,2029;339
Áåòà;;;Desktop;Networks;text;none;Phrase;4859738;7640;113095,0593;16
Áåòà;;;Desktop;Networks;text;none;Retargeting;1944666;1174;105107,5285;1
Áåòà;;;Desktop;Search;text;Brand;Phrase;481835;30004;3873835,945;1131
Áåòà;;;Desktop;Search;text;Competitor;Phrase;167639;3277;1106607,9;76
Áåòà;;;Desktop;Search;text;Other;Phrase;359794;29537;11866225,88;605
Áåòà;;;Mobile;Networks;text;none;Phrase;227280;1532;14109,18623;8
Áåòà;;;Mobile;Networks;text;none;Retargeting;695460;1972;63623,54667;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;974897;10531;2252614,598;527
Áåòà;;;Mobile;Search;text;Competitor;Phrase;61034;1346;510815,3857;45
Áåòà;;;Mobile;Search;text;Other;Phrase;191401;10491;3258915,096;508
Áåòà;;;Desktop;Networks;text;none;Phrase;88471;164;1922,514331;4
Áåòà;;;Desktop;Search;text;Brand;Phrase;69914;10249;1115791,721;524
Áåòà;;;Desktop;Search;text;Competitor;Phrase;5585;327;239322,7735;8
Áåòà;;;Desktop;Search;text;Other;Phrase;6741;427;314418,9297;12
Áåòà;;;Mobile;Networks;text;none;Phrase;518102;2321;19002,67414;19
Áåòà;;;Mobile;Networks;text;none;Retargeting;0;0;0;3
Áåòà;;;Mobile;Search;text;Brand;Phrase;50447;7074;403964,6012;219
Áåòà;;;Mobile;Search;text;Competitor;Phrase;1554;29;9270,820271;0
Áåòà;;;Mobile;Search;text;Other;Phrase;2401;68;32019,91108;6
Áåòà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Search;text;Brand;Phrase;8799;2840;386353,4422;48
Áåòà;;;Desktop;Search;text;Competitor;Phrase;39241;717;203319,7652;7
Áåòà;;;Desktop;Search;text;Other;Phrase;67123;5696;1514656,86;22
Áåòà;;;Mobile;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Mobile;Networks;text;none;Retargeting;0;0;0;0
Áåòà;;;Mobile;Search;text;Brand;Phrase;2874;756;72253,06935;18
Áåòà;;;Mobile;Search;text;Competitor;Phrase;14077;246;59241,58602;0
Áåòà;;;Mobile;Search;text;Other;Phrase;32214;1158;276892,2229;7
Áåòà;;;Desktop;Networks;text;none;Phrase;0;0;0;0
Áåòà;;;Desktop;Networks;text;none;Retargeting;0;0;0;7
Áåòà;;;Desktop;Search;text;Brand;Phrase;66269;12168;1220156,298;1086
Áåòà;;;Desktop;Search;text;Competitor;Phrase;23814;1936;237547,7301;14
Áåòà;;;Desktop;Search;text;Other;Phrase;197236;13898;2076249,93;138
Áåòà;;;Mobile;Networks;text;none;Retargeting;0;0;0;3
Áåòà;;;Mobile;Search;text;Brand;Phrase;34363;9224;588473,6695;424
Áåòà;;;Mobile;Search;text;Competitor;Phrase;12457;302;39259,56742;6
Áåòà;;;Mobile;Search;text;Other;Phrase;84055;2965;446381,4848;60
Áåòà;;;Desktop;Networks;text;none;Phrase;1079675;2284;37517,17981;10
